runtime,title_length,log_budget_final,actor_logrev_of_past_2_years_0,actor_logrev_of_past_2_years_1,actor_logrev_of_past_2_years_2,actor_logrev_of_past_2_years_3,actor_logrev_of_past_2_years_4,actor_logrev_of_past_5_years_0,actor_logrev_of_past_5_years_1,actor_logrev_of_past_5_years_2,actor_logrev_of_past_5_years_3,actor_logrev_of_past_5_years_4,actor_logrev_of_past_10_years_0,actor_logrev_of_past_10_years_1,actor_logrev_of_past_10_years_2,actor_logrev_of_past_10_years_3,actor_logrev_of_past_10_years_4,director_logrev_of_past_2_years_0,director_logrev_of_past_5_years_0,director_logrev_of_past_10_years_0,gender_score,has_oscar_winner,popular_genre,first_in_collection,sequel,major,minor,medium,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,actor_is_top_100_of_past_2_years_0,actor_is_top_100_of_past_2_years_1,actor_is_top_100_of_past_2_years_2,actor_is_top_100_of_past_2_years_3,actor_is_top_100_of_past_2_years_4,actor_is_top_100_of_past_5_years_0,actor_is_top_100_of_past_5_years_1,actor_is_top_100_of_past_5_years_2,actor_is_top_100_of_past_5_years_3,actor_is_top_100_of_past_5_years_4,actor_is_top_100_of_past_10_years_0,actor_is_top_100_of_past_10_years_1,actor_is_top_100_of_past_10_years_2,actor_is_top_100_of_past_10_years_3,actor_is_top_100_of_past_10_years_4,director_is_top_50_of_past_2_years_0,director_is_top_50_of_past_5_years_0,director_is_top_50_of_past_10_years_0
135.0,2,15.424948470398377,17.38310089040413,14.551667234017966,14.085690355279914,14.085690355279914,17.837057405705504,16.30540396711315,14.551667234017966,13.954377653411832,13.954377653411832,17.837057405705504,15.227707043822164,14.551667234017966,17.876641688157612,16.53166119510035,15.999391503708875,17.256258314448722,17.637575323689862,14.334517423915973,0.2,0.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.0,1,17.281246460764002,18.871239797701424,17.745219442152386,17.884049043603333,16.950421369609554,14.085690355279914,18.56132596568665,16.73181264454895,16.1573163641116,16.448104329067945,13.954377653411832,18.871239797701424,17.238516043350668,16.1573163641116,17.13365691331725,15.925474393888807,19.01983047070607,18.938945465221227,18.938945465221227,0.2,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
96.0,2,15.068273526459642,14.085690355279914,14.085690355279914,16.33960178448149,14.085690355279914,14.085690355279914,13.954377653411832,13.954377653411832,16.33960178448149,15.962253207572408,13.954377653411832,13.286595638311233,13.286595638311233,16.33960178448149,15.962253207572408,16.71699710387206,17.256258314448722,17.637575323689862,17.52168363661458,0.4,0.0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149.0,2,17.50439001207821,14.551667234017966,19.01983047070607,19.1811536297162,19.061795198918137,14.085690355279914,14.551667234017966,18.703224452010158,16.98134862122507,17.974808017630266,17.381200140799585,14.551667234017966,18.703224452010158,16.81855999565854,16.88782083634239,17.381200140799585,19.108562121406848,18.58292893030252,17.73055081513022,0.2,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1
88.0,2,16.523560759066484,19.061795198918137,14.085690355279914,14.085690355279914,14.085690355279914,14.085690355279914,19.29196679483254,13.954377653411832,13.954377653411832,13.954377653411832,13.954377653411832,19.061795198918137,13.286595638311233,13.286595638311233,13.286595638311233,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.0,1.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.0,1,17.034386382832476,14.085690355279914,16.965746363371643,17.050474079093522,15.971689967730837,14.085690355279914,16.83306773505662,16.965746363371643,17.050474079093522,14.060338102949464,16.2787103720455,16.5847374475537,16.965746363371643,17.050474079093522,14.060338102949464,16.2787103720455,17.256258314448722,16.727873299359686,16.727873299359686,0.2,0.0,0,0,0,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78.0,3,16.38045991542581,14.085690355279914,15.285864318271502,14.085690355279914,14.085690355279914,14.085690355279914,14.759472875513305,16.4037213427847,13.954377653411832,13.954377653411832,13.954377653411832,16.265869562745984,16.4037213427847,13.286595638311233,13.286595638311233,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102.0,3,17.073607095985757,14.085690355279914,14.085690355279914,18.153832283489226,14.085690355279914,14.085690355279914,18.819608865779678,16.959768175915748,18.153832283489226,19.39134146538884,13.954377653411832,17.960138381177593,17.49218364153018,18.153832283489226,19.39134146538884,16.721035355299342,17.256258314448722,17.637575323689862,17.52168363661458,0.6,1.0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117.0,1,18.197537192638155,19.412398976466427,20.011437833474762,16.385946222697086,18.81156058230239,14.085690355279914,19.162618088681747,19.68829835673614,17.03809564569962,19.02671974466412,13.954377653411832,18.66754082188389,19.68829835673614,16.385946222697086,18.9916442904101,16.813077996572318,19.68829835673614,18.84181304479744,18.697675022058977,0.4,0.0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
86.0,3,17.034386382832476,15.569553622000251,16.649585471938984,14.085690355279914,16.385946222697086,14.085690355279914,17.031085779334312,17.167783804086582,13.954377653411832,16.385946222697086,13.954377653411832,16.496307254428025,17.167783804086582,14.252084722359667,16.385946222697086,13.286595638311233,15.285864318271502,15.285864318271502,15.285864318271502,0.6,1.0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102.0,1,16.523560759066484,15.838874748304296,14.085690355279914,14.085690355279914,14.085690355279914,14.085690355279914,15.838874748304296,13.954377653411832,13.954377653411832,13.954377653411832,13.954377653411832,15.838874748304296,13.286595638311233,16.474293481096357,13.286595638311233,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.8,0.0,1,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.0,2,17.727533563392427,17.727783672112626,19.061795198918137,14.085690355279914,17.749932777421876,14.085690355279914,18.240739847137355,19.061795198918137,13.954377653411832,17.321518354245228,17.95864528435581,17.727783672112626,18.79770039568607,13.286595638311233,16.893103931068584,17.95864528435581,15.652584156948107,18.868969930672254,17.81101714648841,0.2,0.0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
98.0,1,17.399029496420386,14.085690355279914,17.4264284706085,16.670942409188797,12.090122928318081,14.085690355279914,13.954377653411832,17.993877218147574,16.670942409188797,14.068738214346249,13.954377653411832,13.286595638311233,17.980728401533998,16.670942409188797,14.068738214346249,13.286595638311233,17.256258314448722,17.637575323689862,17.87450375942453,0.8,0.0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
121.0,1,15.60727002719233,17.16388540178176,14.085690355279914,14.085690355279914,14.085690355279914,18.521683463193078,16.065643580185508,13.954377653411832,13.954377653411832,13.954377653411832,18.521683463193078,16.065643580185508,13.286595638311233,13.286595638311233,13.286595638311233,18.521683463193078,17.256258314448722,17.637575323689862,17.52168363661458,0.4,1.0,1,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84.0,4,16.38045991542581,14.085690355279914,14.085690355279914,15.217800062004395,14.085690355279914,14.085690355279914,13.954377653411832,13.954377653411832,15.217800062004395,13.954377653411832,13.954377653411832,13.286595638311233,13.286595638311233,15.389421705743215,13.286595638311233,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.2,0.0,0,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.0,2,16.523560759066484,17.131323966108347,14.2834414155022,14.085690355279914,14.085690355279914,16.970381052856563,17.131323966108347,16.576205673087227,13.954377653411832,13.954377653411832,17.41726213682564,17.131323966108347,16.576205673087227,13.286595638311233,17.351895522619348,17.86414322079472,17.256258314448722,17.637575323689862,17.52168363661458,0.6,0.0,0,1,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
117.0,2,15.60727002719233,14.085690355279914,16.975660482303375,14.085690355279914,15.971689967730837,14.085690355279914,13.954377653411832,16.975660482303375,13.954377653411832,14.060338102949464,13.954377653411832,13.286595638311233,16.975660482303375,15.440902328124785,14.060338102949464,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.6,1.0,1,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97.0,3,17.727533563392427,19.09651523095668,14.085690355279914,15.502330386383445,14.085690355279914,14.085690355279914,17.860992535894674,13.954377653411832,15.227444318025427,13.954377653411832,15.523810335494757,17.855416687005533,14.715629224070776,15.970802135251136,16.753064362304567,15.523810335494757,16.006784129807055,16.243302132146617,16.38114644893851,0.2,1.0,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
108.0,1,14.901392491757536,14.085690355279914,14.085690355279914,19.674723307702134,16.670942409188797,14.085690355279914,13.954377653411832,13.954377653411832,16.85599939545853,16.670942409188797,13.859359008143999,13.286595638311233,16.150029058328947,16.402550120298542,16.670942409188797,15.195510101622176,17.256258314448722,17.637575323689862,17.52168363661458,0.0,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
135.0,2,17.622173047734595,18.214375066604497,14.085690355279914,17.050474079093522,14.085690355279914,18.81156058230239,19.140496622383846,16.74053293321266,17.050474079093522,16.528478115693396,19.02671974466412,18.251452593173717,15.866100714768988,16.009813788742395,16.528478115693396,18.9916442904101,13.823064951543751,16.073362960583744,17.255979155653147,0.2,0.0,1,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
88.0,3,13.122363377404328,14.085690355279914,14.085690355279914,14.085690355279914,14.085690355279914,14.085690355279914,16.929829855000914,13.954377653411832,13.954377653411832,13.954377653411832,13.954377653411832,16.929829855000914,13.286595638311233,13.286595638311233,13.286595638311233,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.4,0.0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.0,1,15.319587954740546,14.085690355279914,16.828628520763534,16.140897844771768,14.085690355279914,14.085690355279914,13.954377653411832,16.828628520763534,16.140897844771768,13.954377653411832,13.954377653411832,13.286595638311233,16.828628520763534,14.759472875513305,15.717373427569491,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.4,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
110.0,1,17.909855120186375,14.085690355279914,16.59686214887725,14.085690355279914,14.085690355279914,14.085690355279914,17.413261407290126,17.112737063829478,14.085690355279914,14.085690355279914,14.085690355279914,16.97246130119524,16.911081243387095,17.495870033504374,13.408218782514705,13.450068350128484,17.979850149345538,17.979850149345538,17.403583942254883,0.4,0.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
96.0,3,17.50439001207821,16.915602846842507,19.341573844215933,14.085690355279914,14.085690355279914,14.085690355279914,16.42072820745477,18.449396607018553,13.954377653411832,14.112080020309966,13.954377653411832,16.42072820745477,18.456118734055238,13.286595638311233,14.025837746545164,13.286595638311233,17.256258314448722,17.637575323689862,15.461597803462634,0.2,1.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84.0,1,17.034386382832476,14.085690355279914,17.092230068486714,14.085690355279914,14.085690355279914,14.085690355279914,17.901653663327853,17.092230068486714,16.952837875344567,13.954377653411832,13.954377653411832,16.541156158919712,17.092230068486714,16.956303025630156,13.286595638311233,13.286595638311233,15.85543303198755,16.336996513823046,16.336996513823046,0.0,0.0,0,0,0,1,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88.0,5,15.424948470398377,13.823064951543751,13.823064951543751,13.823064951543751,13.823064951543751,13.823064951543751,12.648335662374995,12.648335662374995,12.648335662374995,12.648335662374995,12.648335662374995,16.467518804107257,13.286595638311233,13.286595638311233,18.604726871152888,16.147421513450148,17.256258314448722,17.637575323689862,17.52168363661458,0.4,0.0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95.0,2,17.281246460764002,17.308057525115572,14.085690355279914,18.545635715240152,14.085690355279914,14.085690355279914,17.308057525115572,14.085690355279914,18.545635715240152,14.085690355279914,14.085690355279914,17.460718205489886,13.408218782514705,18.545635715240152,13.408218782514705,13.408218782514705,17.256258314448722,15.04460739400109,15.04460739400109,0.2,0.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103.0,1,16.523560759066484,14.085690355279914,14.085690355279914,14.085690355279914,14.085690355279914,14.085690355279914,16.8751007676061,15.2412301786241,14.085690355279914,15.514988057727425,12.648335662374995,16.76677840721445,15.2412301786241,17.28607997922007,15.514988057727425,15.253815854897606,17.256258314448722,17.637575323689862,17.52168363661458,0.2,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100.0,2,17.034386382832476,18.414899273413067,18.546203554571143,14.085690355279914,14.085690355279914,14.085690355279914,18.122135574469755,18.546203554571143,12.945533115813227,13.954377653411832,13.954377653411832,16.996817258654954,18.546203554571143,12.945533115813227,13.286595638311233,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.2,0.0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
94.0,4,17.034386382832476,14.085690355279914,15.844154208839724,14.085690355279914,14.085690355279914,14.085690355279914,13.954377653411832,16.403696640320238,16.31176408772907,13.954377653411832,13.954377653411832,13.286595638311233,16.403696640320238,16.31176408772907,13.286595638311233,13.286595638311233,17.256258314448722,17.637575323689862,16.10486055215701,0.2,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101.0,3,18.02020317735524,19.062807854297386,14.085690355279914,14.085690355279914,15.916633598010971,14.085690355279914,18.819608865779678,15.391730202472553,13.954377653411832,16.595315555148066,13.954377653411832,18.762623390559497,15.49774796505322,13.286595638311233,15.334995635267427,13.286595638311233,17.256258314448722,16.740585361069165,16.740585361069165,0.2,0.0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
118.0,1,16.012735135300492,17.024592380540742,14.085690355279914,14.085690355279914,14.085690355279914,14.085690355279914,17.144137246791598,17.129131457540442,13.954377653411832,13.954377653411832,13.954377653411832,17.144137246791598,17.129131457540442,13.286595638311233,13.286595638311233,13.286595638311233,17.155396844741265,17.155396844741265,17.155396844741265,0.8,0.0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88.0,1,14.648419680899375,14.085690355279914,16.26085110829334,14.085690355279914,14.085690355279914,14.085690355279914,15.182371976605882,18.57168361748889,13.954377653411832,13.954377653411832,13.954377653411832,15.182371976605882,18.253028391091995,17.103391217113202,15.154003678268804,13.286595638311233,17.256258314448722,17.637575323689862,17.52168363661458,0.4,0.0,1,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118.0,2,17.45309671769066,18.38996634089376,17.798895094157047,15.528294022861125,18.081567376907294,14.815245558205989,17.510221471584348,17.798895094157047,15.588334713670795,17.41434696051227,14.815245558205989,17.510221471584348,17.169180318114492,16.162551256684743,17.41434696051227,14.815245558205989,17.55720721243362,17.55720721243362,17.55720721243362,0.2,1.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0
104.0,4,16.523560759066484,17.635646537904222,14.085690355279914,14.085690355279914,14.085690355279914,14.085690355279914,17.635646537904222,13.954377653411832,13.954377653411832,17.74246822408702,13.954377653411832,17.616079944648842,13.286595638311233,13.286595638311233,17.74246822408702,13.286595638311233,17.256258314448722,16.654155940441633,16.654155940441633,0.2,0.0,1,0,1,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113.0,1,17.727533563392427,18.093763380377347,17.798895094157047,16.915602846842507,16.821988137796538,18.215526362889133,17.802619607078203,17.798895094157047,16.915602846842507,17.488352978526358,18.215526362889133,17.802619607078203,17.169180318114492,14.98537875551748,17.51456406240053,18.215526362889133,17.256258314448722,16.18810928129365,15.804098213298387,0.4,1.0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
98.0,2,16.454567887579532,12.648335662374995,12.648335662374995,12.648335662374995,12.648335662374995,15.953196597092788,13.286595638311233,13.286595638311233,13.286595638311233,13.286595638311233,16.42601808170602,15.397764717492942,13.286595638311233,13.286595638311233,13.286595638311233,17.239066453155647,17.256258314448722,17.637575323689862,17.52168363661458,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
102.0,2,16.99356438831222,15.92792262639864,16.265263406822434,12.648335662374995,18.142836677932145,12.648335662374995,17.446366443892778,16.265263406822434,12.648335662374995,18.825203542367767,16.305893187172025,17.860670443206995,16.265263406822434,13.286595638311233,19.07041103491204,16.305893187172025,17.256258314448722,15.868171298930733,16.797838560969197,0.2,0.0,1,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
143.0,5,17.686711568872163,18.251452593173717,17.104970281297824,16.36788781411306,18.31532131718284,14.865943985818019,17.94746694200026,16.54041080315741,16.261482147129758,17.772391855492835,18.762623390559497,17.56522447202115,16.54041080315741,15.604116272677677,17.887904351794788,18.762623390559497,17.256258314448722,17.637575323689862,17.52168363661458,0.2,0.0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0
82.0,2,16.300417207752275,17.12297473300707,15.08379044639215,14.533152770621241,14.085690355279914,14.063288964103348,17.550688765736478,16.75184546211726,15.851511836698641,14.085690355279914,14.063288964103348,17.502108221591108,16.917344392534144,16.401013618060347,15.503670367724292,14.063288964103348,17.256258314448722,17.637575323689862,17.52168363661458,0.4,0.0,1,1,0,0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131.0,2,17.147715068139483,17.12297473300707,15.08379044639215,14.533152770621241,14.085690355279914,14.063288964103348,17.550688765736478,16.75184546211726,15.851511836698641,14.085690355279914,14.063288964103348,17.502108221591108,16.917344392534144,16.401013618060347,15.503670367724292,14.063288964103348,17.256258314448722,17.637575323689862,17.52168363661458,0.2,0.0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.0,2,16.11809565095832,12.505521467454455,12.505521467454455,12.505521467454455,12.505521467454455,17.220125991426123,13.286595638311233,13.286595638311233,11.926378583800574,13.286595638311233,17.220125991426123,16.488389850373814,13.649957764607187,15.444616971052922,13.649957764607187,16.503160908171616,17.256258314448722,17.637575323689862,17.52168363661458,0.2,0.0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108.0,2,17.073607095985757,14.085690355279914,14.085690355279914,19.7385732187406,16.81522738264038,14.085690355279914,13.954377653411832,13.954377653411832,19.46613822824737,16.81522738264038,16.372020713011967,13.286595638311233,13.286595638311233,18.28596665104136,16.81522738264038,16.372020713011967,17.256258314448722,17.637575323689862,17.52168363661458,0.0,1.0,1,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
93.0,3,16.523560759066484,19.01983047070607,19.00846740885449,16.678806210840758,14.085690355279914,14.085690355279914,17.956467200887325,18.148832339002922,16.678806210840758,13.954377653411832,14.862921828688984,17.956467200887325,17.36140608467949,16.678806210840758,13.286595638311233,16.444084557564686,17.256258314448722,18.172219384653864,18.172219384653864,0.4,0.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
